,rank,rate,id,pokemon,form,type1,type2,category,terastal,item,ability,move_0,move_1,move_2,move_3
303,84,2110.859,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま,ばけのかわ,じゃれつく,シャドークロー,つるぎのまい,かげうち
304,84,2110.859,0637-00,ウルガモス,,むし,ほのお,一般,ひこう,オボンのみ,ほのおのからだ,ほのおのまい,エアスラッシュ,ちょうのまい,あさのひざし
305,84,2110.859,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,きあいのタスキ,さめはだ,じしん,げきりん,つるぎのまい,がんせきふうじ
306,86,2110.003,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,,,,,
307,86,2110.003,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,,,,,
308,86,2110.003,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,,,,,
309,86,2110.003,1018-00,ブリジュラス,,はがね,ドラゴン,一般,どく,たべのこし,,,,,
310,86,2110.003,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,,,,,
311,86,2110.003,0730-00,アシレーヌ,,みず,フェアリー,一般,ひこう,オボンのみ,,,,,
312,94,2108.224,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,いかさまダイス,,,,,
313,94,2108.224,0956-00,クエスパトラ,,エスパー,,一般,ノーマル,きあいのタスキ,,,,,
314,94,2108.224,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,,,,,
315,94,2108.224,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,,,,,
316,94,2108.224,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,,,,,
317,94,2108.224,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,,,,,
318,95,2107.533,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,ラムのみ,,,,,
319,95,2107.533,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,おんみつマント,,,,,
320,95,2107.533,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま,,,,,
321,95,2107.533,0983-00,ドドゲザン,,あく,はがね,一般,あく,せんせいのツメ,,,,,
322,95,2107.533,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,ひかりのねんど,,,,,
323,95,2107.533,0473-00,マンムー,,こおり,じめん,一般,ゴースト,きあいのタスキ,,,,,
324,96,2107.323,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,くろいメガネ,ふゆう,あくのはどう,りゅうせいぐん,みがわり,ちょうはつ
325,96,2107.323,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん,おうごんのからだ,ゴールドラッシュ,きあいだま,でんじは,シャドーボール
326,96,2107.323,0970-00,キラフロル,,いわ,どく,一般,くさ,きあいのタスキ,どくげしょう,パワージェム,だいちのちから,エナジーボール,キラースピン
327,96,2107.323,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,ねつこうかん,つららおとし,きょけんとつげき,じしん,こおりのつぶて
328,96,2107.323,0977-00,ヘイラッシャ,,みず,,一般,はがね,オボンのみ,てんねん,ウェーブタックル,じわれ,ゆきなだれ,じしん
329,96,2107.323,0212-00,ハッサム,,むし,はがね,一般,かくとう,たつじんのおび,テクニシャン,バレットパンチ,はたきおとす,かわらわり,とんぼがえり
330,97,2106.758,0594-00,ママンボウ,,みず,,一般,ゴースト,とつげきチョッキ,さいせいりょく,クイックターン,ねっとう,ミラーコート,アクアジェット
331,97,2106.758,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,ふゆう,じしん,どくどく,みがわり,まもる
332,97,2106.758,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,てんねん,じわれ,ゆきなだれ,あくび,まもる
333,97,2106.758,0227-00,エアームド,,はがね,ひこう,一般,あく,おんみつマント,がんじょう,ステルスロック,まきびし,ふきとばし,はねやすめ
334,97,2106.758,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,はがね,こだわりスカーフ,ばけのかわ,じゃれつく,トリック,のろい,みちづれ
335,97,2106.758,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ステラ,いのちのたま,すりぬけ,りゅうせいぐん,シャドーボール,テラバースト,だいもんじ
336,98,2106.711,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,マルチスケイル,しんそく,じしん,けたぐり,がんせきふうじ
337,98,2106.711,1018-00,ブリジュラス,,はがね,ドラゴン,一般,みず,オボンのみ,じきゅうりょく,ボディプレス,ラスターカノン,イカサマ,10まんボルト
338,98,2106.711,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,かくとう,いのちのたま,ばけのかわ,つるぎのまい,ドレインパンチ,かげうち,じゃれつく
339,98,2106.711,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,こだわりメガネ,げきりゅう,ムーンフォース,うたかたのアリア,エナジーボール,サイコノイズ
340,98,2106.711,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,おんみつマント,おうごんのからだ,わるだくみ,シャドーボール,ゴールドラッシュ,じこさいせい
341,98,2106.711,0908-00,マスカーニャ,,くさ,あく,一般,フェアリー,たべのこし,しんりょく,トリックフラワー,やどりぎのタネ,ちょうはつ,みがわり
342,100,2105.862,0903-00,オオニューラ,,かくとう,どく,一般,ひこう,サイコシード,かるわざ,アクロバット,インファイト,じごくづき,つるぎのまい
343,100,2105.862,0594-00,ママンボウ,,みず,,一般,どく,とつげきチョッキ,さいせいりょく,クイックターン,みわくのボイス,ねっとう,ミラーコート
344,100,2105.862,0472-00,グライオン,,じめん,ひこう,一般,こおり,どくどくだま,ふゆう,まもる,みがわり,じしん,テラバースト
345,100,2105.862,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,こだわりスカーフ,サイコメイカー,ワイドフォース,マジカルシャイン,アンコール,トリック
346,100,2105.862,0956-00,クエスパトラ,,エスパー,,一般,フェアリー,きあいのタスキ,かそく,ルミナコリジョン,マジカルシャイン,シャドーボール,まもる
347,100,2105.862,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,オボンのみ,プレッシャー,ボディプレス,とんぼがえり,ちょうはつ,はねやすめ
348,101,2105.857,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,へんげんじざい,トリックフラワー,はたきおとす,けたぐり,とんぼがえり
349,101,2105.857,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,たべのこし,じきゅうりょく,アイアンヘッド,ボディプレス,ドラゴンテール,ステルスロック
350,101,2105.857,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,とつげきチョッキ,げきりゅう,うたかたのアリア,ムーンフォース,アクアジェット,クイックターン
351,101,2105.857,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,マルチスケイル,スケイルショット,じしん,けたぐり,しんそく
352,101,2105.857,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ゴツゴツメット,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,じこさいせい
353,101,2105.857,0911-00,ラウドボーン,,ほのお,ゴースト,一般,あく,おんみつマント,てんねん,フレアソング,あくび,アンコール,なまける
354,102,2105.274,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,いかさまダイス,さめはだ,じしん,スケイルショット,ほのおのキバ,つるぎのまい
355,102,2105.274,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,きあいのタスキ,テクニシャン,マッハパンチ,キノコのほうし,タネマシンガン,テラバースト
356,102,2105.274,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,ばけのかわ,じゃれつく,シャドークロー,かげうち,つるぎのまい
357,102,2105.274,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
358,102,2105.274,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,たべのこし,てんねん,フレアソング,シャドーボール,あくび,なまける
359,102,2105.274,0823-00,アーマーガア,,ひこう,はがね,一般,ドラゴン,ゴツゴツメット,プレッシャー,ボディプレス,とんぼがえり,ちょうはつ,はねやすめ
360,103,2105.184,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,ひかりのねんど,ゆきふらし,ふぶき,ミストフィールド,アンコール,オーロラベール
361,103,2105.184,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,ねつこうかん,つららおとし,じしん,かわらわり,こおりのつぶて
362,103,2105.184,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,おんみつマント,しんがん,ハイパーボイス,ボディプレス,めいそう,つきのひかり
363,103,2105.184,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,ラムのみ,マルチスケイル,かみなりパンチ,アイススピナー,りゅうのまい,はねやすめ
364,103,2105.184,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,かげうち,のろい,つるぎのまい
365,103,2105.184,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,でんじは,エレクトロビーム,ラスターカノン,あくのはどう
366,107,2102.724,0279-00,ペリッパー,,みず,ひこう,一般,じめん,しめったいわ,,,,,
367,107,2102.724,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ステラ,いのちのたま,,,,,
368,107,2102.724,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,たべのこし,,,,,
369,107,2102.724,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ,,,,,
370,107,2102.724,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,あつぞこブーツ,,,,,
371,107,2102.724,0591-00,モロバレル,,くさ,どく,一般,みず,だっしゅつパック,,,,,
372,110,2101.112,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,アッキのみ,,,,,
373,110,2101.112,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,たべのこし,,,,,
374,110,2101.112,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,,,,,
375,110,2101.112,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,とつげきチョッキ,,,,,
376,110,2101.112,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,,,,,
377,110,2101.112,0248-00,バンギラス,,いわ,あく,一般,じめん,こだわりハチマキ,,,,,
378,122,2083.528,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ほのお,こだわりメガネ,ゆきふらし,ふぶき,フリーズドライ,テラバースト,あくのはどう
379,122,2083.528,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,エレクトロビーム,りゅうせいぐん,ラスターカノン,10まんボルト
380,122,2083.528,0286-00,キノガッサ,,くさ,かくとう,一般,はがね,きあいのタスキ,テクニシャン,マッハパンチ,じならし,がんせきふうじ,キノコのほうし
381,122,2083.528,0036-00,ピクシー,,フェアリー,,一般,みず,たべのこし,てんねん,ねがいごと,まもる,ムーンフォース,コスモパワー
382,122,2083.528,0260-00,ラグラージ,,みず,じめん,一般,ゴースト,とつげきチョッキ,げきりゅう,クイックターン,じしん,はたきおとす,だいちのちから
383,122,2083.528,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,ふゆう,みがわり,まもる,じしん,どくどく
384,123,2083.501,0497-00,ジャローダ,,くさ,,一般,みず,オボンのみ,あまのじゃく,リーフストーム,はたきおとす,へびにらみ,こうごうせい
385,123,2083.501,0904-00,ハリーマン,,あく,どく,一般,ひこう,たべのこし,いかく,じごくづき,つるぎのまい,ちいさくなる,みがわり
386,123,2083.501,0094-00,ゲンガー,,ゴースト,どく,一般,フェアリー,きあいのタスキ,のろわれボディ,たたりめ,きあいだま,でんじは,さいみんじゅつ
387,123,2083.501,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,ステラ,こだわりハチマキ,いしあたま,フレアドライブ,もろはのずつき,インファイト,しんそく
388,123,2083.501,0823-00,アーマーガア,,ひこう,はがね,一般,じめん,ゴツゴツメット,プレッシャー,ボディプレス,とんぼがえり,てっぺき,はねやすめ
389,123,2083.501,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,ふうせん,じきゅうりょく,ドラゴンテール,ボディプレス,でんじは,ステルスロック
390,126,2081.373,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,かくとう,こだわりメガネ,,,,,
391,126,2081.373,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,ラムのみ,,,,,
392,126,2081.373,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,,,,,
393,126,2081.373,0233-00,ポリゴン２,,ノーマル,,一般,どく,しんかのきせき,,,,,
394,126,2081.373,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,,,,,
395,126,2081.373,0212-00,ハッサム,,むし,はがね,一般,あく,とつげきチョッキ,,,,,
396,135,2072.027,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,すりぬけ,ドラゴンアロー,テラバースト,とんぼがえり,のろい
397,135,2072.027,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,たべのこし,じきゅうりょく,ラスターカノン,ボディプレス,ほえる,ステルスロック
398,135,2072.027,0980-00,ドオー,,どく,じめん,一般,どく,くろいヘドロ,てんねん,じしん,どくどく,ドわすれ,じこさいせい
399,135,2072.027,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット,プレッシャー,ボディプレス,とんぼがえり,てっぺき,はねやすめ
400,135,2072.027,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,くさ,いのちのたま,ばけのかわ,ウッドハンマー,かげうち,トリックルーム,のろい
401,135,2072.027,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
402,139,2067.926,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,,,,,
403,139,2067.926,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,,,,,
404,139,2067.926,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,,,,,
405,139,2067.926,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,こだわりスカーフ,,,,,
406,139,2067.926,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,きあいのタスキ,,,,,
407,139,2067.926,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,,,,,
408,140,2067.832,0157-01,バクフーン,ヒスイのすがた,ほのお,ゴースト,一般,ノーマル,きあいのタスキ,おみとおし,オーバーヒート,ひゃっきやこう,でんこうせっか,がむしゃら
409,140,2067.832,0313-00,バルビート,,むし,,一般,ゴースト,しめったいわ,いたずらごころ,とんぼがえり,あまごい,ひかりのかべ,アンコール
410,140,2067.832,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,どく,くろいヘドロ,かがくへんかガス,どくびし,みちづれ,みがわり,いたみわけ
411,140,2067.832,0964-00,イルカマン,ナイーブフォルム,みず,,一般,みず,こだわりハチマキ,マイティチェンジ,ジェットパンチ,クイックターン,ウェーブタックル,れいとうパンチ
412,140,2067.832,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,マルチスケイル,スケイルショット,じしん,アイアンヘッド,りゅうのまい
413,140,2067.832,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,たべのこし,じきゅうりょく,エレクトロビーム,りゅうせいぐん,ボディプレス,ステルスロック
414,144,2066.94,0445-00,ガブリアス,,ドラゴン,じめん,一般,でんき,こだわりスカーフ,さめはだ,げきりん,じしん,かわらわり,ほのおのキバ
415,144,2066.94,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,どく,ラムのみ,ゆきふらし,フリーズドライ,サイコショック,たたりめ,わるだくみ
416,144,2066.94,1018-00,ブリジュラス,,はがね,ドラゴン,一般,みず,とつげきチョッキ,じきゅうりょく,エレクトロビーム,ラスターカノン,テラバースト,はどうだん
417,144,2066.94,0279-00,ペリッパー,,みず,ひこう,一般,じめん,しめったいわ,あめふらし,ぼうふう,ウェザーボール,とんぼがえり,はたきおとす
418,144,2066.94,0983-00,ドドゲザン,,あく,はがね,一般,ゴースト,きあいのタスキ,そうだいしょう,ふいうち,ドゲザン,メタルバースト,ハサミギロチン
419,144,2066.94,0901-00,ガチグマ,,じめん,ノーマル,一般,ノーマル,かえんだま,こんじょう,からげんき,ぶちかまし,くさわけ,まもる
420,149,2062.883,0977-00,ヘイラッシャ,,みず,,一般,あく,たべのこし,,,,,
421,149,2062.883,0233-00,ポリゴン２,,ノーマル,,一般,どく,しんかのきせき,,,,,
422,149,2062.883,0815-00,エースバーン,,ほのお,,一般,ほのお,こだわりハチマキ,,,,,
423,149,2062.883,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,,,,,
424,149,2062.883,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,,,,,
425,149,2062.883,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,,,,,
426,152,2062.354,0470-00,リーフィア,,くさ,,一般,いわ,こだわりハチマキ,ようりょくそ,ソーラーブレード,リーフブレード,テラバースト,はたきおとす
427,152,2062.354,0197-00,ブラッキー,,あく,,一般,フェアリー,たべのこし,せいしんりょく,イカサマ,あくび,ねがいごと,まもる
428,152,2062.354,0324-00,コータス,,ほのお,,一般,ゴースト,あついいわ,ひでり,やけっぱち,こうそくスピン,あくび,ステルスロック
429,152,2062.354,0157-01,バクフーン,ヒスイのすがた,ほのお,ゴースト,一般,ほのお,こだわりメガネ,もうか,ふんか,ひゃっきやこう,かえんほうしゃ,ブラストバーン
430,152,2062.354,0103-00,ナッシー,,くさ,エスパー,一般,フェアリー,いのちのたま,ようりょくそ,ソーラービーム,サイコノイズ,アシストパワー,せいちょう
431,152,2062.354,0724-01,ジュナイパー,ヒスイのすがた,くさ,かくとう,一般,ほのお,とつげきチョッキ,きもったま,3ぼんのや,リーフブレード,テラバースト,ふいうち
432,166,2055.865,0903-00,オオニューラ,,かくとう,どく,一般,こおり,きあいのタスキ,どくしゅ,フェイタルクロー,インファイト,テラバースト,はやてがえし
433,166,2055.865,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
434,166,2055.865,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,がんじょう,ラスターカノン,りゅうせいぐん,エレクトロビーム,あくのはどう
435,166,2055.865,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,オボンのみ,やるき,ふんどのこぶし,ローキック,いのちがけ,ステルスロック
436,166,2055.865,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,かくとう,いのちのたま,ばけのかわ,ドレインパンチ,じゃれつく,かげうち,つるぎのまい
437,166,2055.865,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,フェアリー,イバンのみ,てきおうりょく,ウェーブタックル,おはかまいり,アクアジェット,こらえる
438,168,2055.393,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,へんげんじざい,はたきおとす,トリプルアクセル,けたぐり,とんぼがえり
439,168,2055.393,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,こだわりスカーフ,サイコメイカー,ワイドフォース,マジカルシャイン,アンコール,トリック
440,168,2055.393,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,とつげきチョッキ,げきりゅう,うたかたのアリア,ムーンフォース,エナジーボール,クイックターン
441,168,2055.393,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,ちょうはつ
442,168,2055.393,0823-00,アーマーガア,,ひこう,はがね,一般,フェアリー,オボンのみ,プレッシャー,とんぼがえり,ボディプレス,てっぺき,はねやすめ
443,168,2055.393,0980-00,ドオー,,どく,じめん,一般,あく,たべのこし,てんねん,じしん,どくづき,どくどく,じこさいせい
444,178,2051.506,0448-00,ルカリオ,,かくとう,はがね,一般,あく,いのちのたま,,,,,
445,178,2051.506,0212-00,ハッサム,,むし,はがね,一般,はがね,オボンのみ,,,,,
446,178,2051.506,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,フェアリー,ゴツゴツメット,,,,,
447,178,2051.506,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,,,,,
448,178,2051.506,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,,,,,
449,178,2051.506,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,とつげきチョッキ,,,,,
450,182,2049.913,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ほのお,ひかりのねんど,,,,,
451,182,2049.913,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,かくとう,いのちのたま,,,,,
452,182,2049.913,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,アッキのみ,,,,,
453,182,2049.913,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,じゃくてんほけん,,,,,
454,182,2049.913,0983-00,ドドゲザン,,あく,はがね,一般,あく,とつげきチョッキ,,,,,
455,182,2049.913,0980-00,ドオー,,どく,じめん,一般,みず,メンタルハーブ,,,,,
456,186,2048.544,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりスカーフ,へんげんじざい,トリックフラワー,はたきおとす,とんぼがえり,トリック
457,186,2048.544,0637-00,ウルガモス,,むし,ほのお,一般,はがね,じゃくてんほけん,むしのしらせ,ちょうのまい,ほのおのまい,むしのさざめき,ふきとばし
458,186,2048.544,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,とつげきチョッキ,げきりゅう,うたかたのアリア,ムーンフォース,クイックターン,アクアジェット
459,186,2048.544,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりハチマキ,さめはだ,げきりん,じしん,スケイルショット,どくづき
460,186,2048.544,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,ほのお,だっしゅつパック,いかく,レイジングブル,ニトロチャージ,インファイト,がんせきふうじ
461,186,2048.544,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,たべのこし,じきゅうりょく,でんじは,ラスターカノン,ボディプレス,てっぺき
462,195,2045.077,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
463,195,2045.077,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,マルチスケイル,スケイルショット,じしん,アンコール,りゅうのまい
464,195,2045.077,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,せんせいのツメ,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,じこさいせい
465,195,2045.077,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,こだわりメガネ,がんじょう,りゅうせいぐん,ラスターカノン,10まんボルト,あくのはどう
466,195,2045.077,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,テラバースト,かげうち,つるぎのまい
467,195,2045.077,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,きあいのタスキ,どくしゅ,フェイタルクロー,インファイト,シャドークロー,はやてがえし
468,196,2044.449,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,きよめのしお,しおづけ,じこさいせい,まもる,のろい
469,196,2044.449,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ,じきゅうりょく,ほえる,ステルスロック,ボディプレス,あくのはどう
470,196,2044.449,0911-00,ラウドボーン,,ほのお,ゴースト,一般,あく,おんみつマント,てんねん,フレアソング,たたりめ,おにび,なまける
471,196,2044.449,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,きあいのタスキ,しんりょく,はたきおとす,トリプルアクセル,どくびし,トリックフラワー
472,196,2044.449,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,あつぞこブーツ,マルチスケイル,スケイルショット,じしん,はねやすめ,アンコール
473,196,2044.449,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,とつげきチョッキ,げきりゅう,うたかたのアリア,ムーンフォース,アクアジェット,クイックターン
474,197,2044.422,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,マルチスケイル,スケイルショット,アイアンヘッド,でんじは,けたぐり
475,197,2044.422,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん,おうごんのからだ,たたりめ,きあいだま,でんじは,じこさいせい
476,197,2044.422,0637-00,ウルガモス,,むし,ほのお,一般,こおり,あつぞこブーツ,ほのおのからだ,ほのおのまい,テラバースト,ちょうのまい,あさのひざし
477,197,2044.422,1018-00,ブリジュラス,,はがね,ドラゴン,一般,あく,オボンのみ,じきゅうりょく,ラスターカノン,イカサマ,ボディプレス,あくのはどう
478,197,2044.422,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,たべのこし,しんがん,ハイパーボイス,ボディプレス,みがわり,ちょうはつ
479,197,2044.422,0983-00,ドドゲザン,,あく,はがね,一般,ほのお,とつげきチョッキ,そうだいしょう,ドゲザン,アイアンヘッド,ハサミギロチン,ふいうち
480,210,2039.039,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,,,,,
481,210,2039.039,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,,,,,
482,210,2039.039,0242-00,ハピナス,,ノーマル,,一般,かくとう,あつぞこブーツ,,,,,
483,210,2039.039,0748-00,ドヒドイデ,,どく,みず,一般,はがね,メンタルハーブ,,,,,
484,210,2039.039,0706-00,ヌメルゴン,,ドラゴン,,一般,フェアリー,カゴのみ,,,,,
485,210,2039.039,0199-01,ヤドキング,ガラルのすがた,どく,エスパー,一般,じめん,くろいヘドロ,,,,,
486,215,2036.725,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,,,,,
487,215,2036.725,0815-00,エースバーン,,ほのお,,一般,ほのお,こだわりスカーフ,,,,,
488,215,2036.725,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,,,,,
489,215,2036.725,0823-00,アーマーガア,,ひこう,はがね,一般,みず,ゴツゴツメット,,,,,
490,215,2036.725,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,たべのこし,,,,,
491,215,2036.725,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,こだわりメガネ,,,,,
492,220,2035.354,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,グランドコート,,,,,
493,220,2035.354,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,サイコシード,,,,,
494,220,2035.354,0655-00,マフォクシー,,ほのお,エスパー,一般,エスパー,きあいのタスキ,,,,,
495,220,2035.354,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりハチマキ,,,,,
496,220,2035.354,0730-00,アシレーヌ,,みず,フェアリー,一般,ほのお,とつげきチョッキ,,,,,
